Timestamp,Voltage,Current,Power,Energy
2026-01-01 02:06:00,215.05,1.56,335.66,53.878
2026-01-01 02:07:00,217.17,2.05,445.18,54.3232
2026-01-01 02:08:00,220.5,2.24,494.0,54.8172
2026-01-01 02:09:00,217.48,2.75,597.72,55.4149
2026-01-01 02:10:00,212.25,1.75,371.97,55.7869
2026-01-01 02:11:00,220.34,1.75,385.87,56.1727
2026-01-01 02:12:00,214.69,2.57,552.79,56.7255
2026-01-01 02:13:00,222.37,2.15,477.71,57.2032
2026-01-01 02:14:00,215.4,2.63,567.33,57.7706
2026-01-01 02:15:00,227.75,2.14,488.38,58.2589
2026-01-01 02:16:00,216.08,1.42,307.15,58.5661
2026-01-01 02:17:00,218.39,1.33,291.21,58.8573
2026-01-01 02:18:00,224.07,1.22,274.31,59.1316
2026-01-01 02:19:00,213.85,2.33,498.48,59.6301
2026-01-01 02:20:00,221.14,2.59,573.7,60.2038
2026-01-01 02:21:00,226.54,2.92,662.54,60.8663
2026-01-01 02:22:00,211.96,2.42,513.28,61.3796
2026-01-01 02:23:00,220.92,2.58,570.3,61.9499
2026-01-01 02:24:00,221.3,1.71,378.42,62.3283
2026-01-01 02:25:00,223.91,1.42,318.35,62.6467
2026-01-01 02:26:00,213.82,2.43,518.51,63.1652
2026-01-01 02:27:00,213.4,2.21,471.36,63.6366
2026-01-01 02:28:00,222.61,2.05,457.18,64.0937
2026-01-01 02:29:00,221.48,2.19,485.87,64.5796
2026-01-01 02:30:00,221.25,2.16,478.26,65.0579
2026-01-01 02:31:00,221.73,2.64,585.8,65.6437
2026-01-01 02:32:00,216.6,2.65,573.45,66.2171
2026-01-01 02:33:00,221.16,2.27,502.5,66.7196
2026-01-01 02:34:00,221.47,2.42,536.59,67.2562
2026-01-01 02:35:00,216.43,2.26,488.49,67.7447
2026-01-01 02:36:00,229.33,1.77,405.78,68.1505
2026-01-01 02:37:00,222.37,2.38,528.86,68.6793
2026-01-01 02:38:00,214.04,1.3,278.85,68.9582
2026-01-01 02:39:00,223.28,2.53,564.22,69.5224
2026-01-01 02:40:00,215.13,1.4,301.77,69.8242
2026-01-01 02:41:00,223.94,2.14,479.87,70.304
2026-01-01 02:42:00,225.79,1.58,356.17,70.6602
2026-01-01 02:43:00,215.9,2.28,491.53,71.1517
2026-01-01 02:44:00,224.82,1.98,445.82,71.5975
2026-01-01 02:45:00,222.06,1.2,267.06,71.8646
2026-01-01 02:46:00,224.11,2.21,495.36,72.36
2026-01-01 02:47:00,229.48,1.71,392.66,72.7526
2026-01-01 02:48:00,218.77,2.44,533.93,73.2866
2026-01-01 02:49:00,216.23,2.0,432.61,73.7192
2026-01-01 02:50:00,215.55,2.2,473.72,74.1929
2026-01-01 02:51:00,215.92,1.52,328.46,74.5213
2026-01-01 02:52:00,219.61,1.71,374.52,74.8959
2026-01-01 02:53:00,221.71,1.77,392.57,75.2884
2026-01-01 02:54:00,221.38,2.43,537.6,75.826
2026-01-01 02:55:00,224.14,2.84,636.25,76.4623
2026-01-01 02:56:00,220.07,1.6,351.53,76.8138
2026-01-01 02:57:00,227.27,2.54,576.9,77.3907
2026-01-01 02:58:00,218.68,0.92,200.12,77.5908
2026-01-01 02:59:00,233.6,1.4,327.72,77.9186
2026-01-01 03:00:00,223.13,1.52,339.29,78.2579
2026-01-01 03:01:00,215.71,1.32,285.55,78.5434
2026-01-01 03:02:00,214.65,1.21,259.34,78.8027
2026-01-01 03:03:00,222.41,2.21,490.75,79.2935
2026-01-01 03:04:00,218.88,1.89,414.34,79.7078
2026-01-01 03:05:00,223.57,2.19,489.55,80.1974
2026-01-01 03:06:00,222.37,2.35,521.5,80.7189
2026-01-01 03:07:00,219.64,2.13,468.44,81.1873
2026-01-01 03:08:00,215.77,2.33,502.49,81.6898
2026-01-01 03:09:00,212.43,1.97,417.47,82.1073
2026-01-01 03:10:00,217.77,1.41,306.29,82.4136
2026-01-01 03:11:00,224.28,2.53,567.19,82.9808
2026-01-01 03:12:00,221.07,1.71,377.02,83.3578
2026-01-01 03:13:00,213.77,1.53,327.54,83.6853
2026-01-01 03:14:00,220.87,1.91,422.08,84.1074
2026-01-01 03:15:00,221.93,1.54,342.56,84.45
2026-01-01 03:16:00,215.58,1.79,386.17,84.8361
2026-01-01 03:17:00,220.77,2.17,479.52,85.3157
2026-01-01 03:18:00,220.29,2.17,478.95,85.7946
2026-01-01 03:19:00,214.29,1.55,332.37,86.127
2026-01-01 03:20:00,221.79,1.76,389.49,86.5165
2026-01-01 03:21:00,222.8,2.54,565.29,87.0818
2026-01-01 03:22:00,225.42,2.25,506.78,87.5885
2026-01-01 03:23:00,225.27,3.04,684.26,88.2728
2026-01-01 03:24:00,213.11,2.59,551.97,88.8248
2026-01-01 03:25:00,215.31,2.57,553.81,89.3786
2026-01-01 03:26:00,222.58,1.31,290.7,89.6693
2026-01-01 03:27:00,222.57,2.38,530.14,90.1994
2026-01-01 03:28:00,222.58,1.97,439.24,90.6387
2026-01-01 03:29:00,239.26,1.72,412.61,91.0513
2026-01-01 03:30:00,222.85,2.08,464.43,91.5157
2026-01-01 03:31:00,225.68,2.47,558.01,92.0737
2026-01-01 03:32:00,224.77,2.25,505.83,92.5796
2026-01-01 03:33:00,223.26,1.56,348.45,92.928
2026-01-01 03:34:00,218.42,2.37,517.93,93.4459
2026-01-01 03:35:00,223.79,1.68,376.25,93.8222
2026-01-01 03:36:00,216.14,2.11,455.69,94.2779
2026-01-01 03:37:00,218.82,1.85,404.44,94.6823
2026-01-01 03:38:00,217.57,1.89,411.34,95.0937
2026-01-01 03:39:00,220.41,2.38,525.26,95.6189
2026-01-01 03:40:00,231.57,1.48,342.71,95.9616
2026-01-01 03:41:00,210.66,2.97,626.22,96.5878
2026-01-01 03:42:00,223.43,1.09,243.42,96.8313
2026-01-01 03:43:00,211.94,1.7,360.54,97.1918
2026-01-01 03:44:00,217.64,2.19,475.57,97.6674
2026-01-01 03:45:00,225.44,2.29,516.75,98.1841
2026-01-01 03:46:00,220.32,1.95,429.57,98.6137
2026-01-01 03:47:00,214.61,1.97,423.06,99.0368
2026-01-01 03:48:00,216.42,2.21,477.27,99.514
2026-01-01 03:49:00,223.4,1.88,420.99,99.935
2026-01-01 03:50:00,216.35,2.7,583.4,100.5184
2026-01-01 03:51:00,221.08,2.42,534.95,101.0534
2026-01-01 03:52:00,220.23,2.44,536.57,101.5899
2026-01-01 03:53:00,216.74,1.52,328.78,101.9187
2026-01-01 03:54:00,230.72,1.96,452.28,102.371
2026-01-01 03:55:00,223.17,1.85,412.81,102.7838
2026-01-01 03:56:00,209.87,1.5,314.22,103.098
2026-01-01 03:57:00,220.93,2.18,481.65,103.5797
2026-01-01 03:58:00,216.69,1.73,375.13,103.9548
2026-01-01 03:59:00,224.26,2.33,522.02,104.4768
2026-01-01 04:00:00,216.04,1.46,316.47,104.7933
2026-01-01 04:01:00,219.43,2.86,627.45,105.4208
2026-01-01 04:02:00,222.52,1.55,345.32,105.7661
2026-01-01 04:03:00,224.33,2.11,473.26,106.2393
2026-01-01 04:04:00,214.0,2.4,512.73,106.7521
2026-01-01 04:05:00,218.33,1.71,374.36,107.1264
2026-01-01 04:06:00,217.63,2.43,528.01,107.6544
2026-01-01 04:07:00,216.73,1.39,300.26,107.9547
2026-01-01 04:08:00,228.83,2.73,623.8,108.5785
2026-01-01 04:09:00,222.02,2.01,445.62,109.0241
2026-01-01 04:10:00,213.7,1.7,363.67,109.3878
2026-01-01 04:11:00,224.59,1.85,415.58,109.8034
2026-01-01 04:12:00,230.61,2.4,554.49,110.3579
2026-01-01 04:13:00,225.16,1.71,384.53,110.7424
2026-01-01 04:14:00,212.4,1.63,345.22,111.0876
2026-01-01 04:15:00,217.58,1.89,411.06,111.4987
2026-01-01 04:16:00,226.33,1.41,319.48,111.8181
2026-01-01 04:17:00,216.46,2.91,629.96,112.4481
2026-01-01 04:18:00,222.22,1.72,381.51,112.8296
2026-01-01 04:19:00,223.87,2.42,540.83,113.3704
2026-01-01 04:20:00,215.37,2.1,453.29,113.8237
2026-01-01 04:21:00,219.7,1.51,331.25,114.155
2026-01-01 04:22:00,203.79,2.0,406.98,114.562
2026-01-01 04:23:00,214.88,2.39,513.99,115.0759
2026-01-01 04:24:00,218.74,1.91,416.88,115.4928
2026-01-01 04:25:00,213.76,2.6,555.04,116.0479
2026-01-01 04:26:00,228.16,2.51,572.86,116.6207
2026-01-01 04:27:00,212.85,2.46,523.49,117.1442
2026-01-01 04:28:00,217.8,1.77,385.54,117.5298
2026-01-01 04:29:00,220.65,1.46,322.17,117.8519
2026-01-01 04:30:00,227.21,1.69,384.71,118.2366
2026-01-01 04:31:00,212.82,2.1,446.52,118.6832
2026-01-01 04:32:00,225.82,2.27,513.26,119.1964
2026-01-01 04:33:00,220.05,0.91,201.17,119.3976
2026-01-01 04:34:00,215.09,2.0,429.31,119.8269
2026-01-01 04:35:00,222.31,2.08,462.19,120.2891
2026-01-01 04:36:00,221.0,1.86,411.32,120.7004
2026-01-01 04:37:00,217.0,2.65,574.1,121.2745
2026-01-01 04:38:00,220.35,2.21,487.17,121.7617
2026-01-01 04:39:00,218.07,2.66,579.01,122.3407
2026-01-01 04:40:00,220.57,1.89,417.32,122.758
2026-01-01 04:41:00,223.31,2.47,551.3,123.3093
2026-01-01 04:42:00,227.93,2.82,642.2,123.9515
2026-01-01 04:43:00,213.81,2.66,567.85,124.5194
2026-01-01 04:44:00,230.67,1.45,335.37,124.8547
2026-01-01 04:45:00,210.24,1.87,393.81,125.2486
2026-01-01 04:46:00,219.24,1.83,400.65,125.6492
2026-01-01 04:47:00,222.94,2.24,500.42,126.1496
2026-01-01 04:48:00,221.4,2.34,518.79,126.6684
2026-01-01 04:49:00,216.89,1.58,342.8,127.0112
2026-01-01 04:50:00,218.96,2.03,445.35,127.4566
2026-01-01 04:51:00,217.53,0.99,215.37,127.6719
2026-01-01 04:52:00,217.05,2.72,590.6,128.2625
2026-01-01 04:53:00,224.25,1.74,391.05,128.6536
2026-01-01 04:54:00,221.79,2.03,449.77,129.1033
2026-01-01 04:55:00,216.54,1.85,399.55,129.5029
2026-01-01 04:56:00,224.5,2.57,577.64,130.0805
2026-01-01 04:57:00,221.54,0.58,128.77,130.2093
2026-01-01 04:58:00,224.06,1.99,446.27,130.6555
2026-01-01 04:59:00,223.15,1.95,434.49,131.09
2026-01-01 05:00:00,215.86,1.77,382.75,131.4728
2026-01-01 05:01:00,217.2,2.86,621.87,132.0947
2026-01-01 05:02:00,223.74,1.56,348.21,132.4429
2026-01-01 05:03:00,223.05,2.39,532.18,132.975
2026-01-01 05:04:00,219.9,2.18,478.96,133.454
2026-01-01 05:05:00,220.59,2.63,580.31,134.0343
2026-01-01 05:06:00,226.39,1.67,377.25,134.4116
2026-01-01 05:07:00,217.04,1.63,354.54,134.7661
2026-01-01 05:08:00,222.74,2.55,567.54,135.3336
2026-01-01 05:09:00,218.99,2.21,484.55,135.8182
2026-01-01 05:10:00,218.91,1.23,268.72,136.0869
2026-01-01 05:11:00,225.49,1.73,390.18,136.4771
2026-01-01 05:12:00,224.13,2.19,491.55,136.9686
2026-01-01 05:13:00,224.07,2.42,541.99,137.5106
2026-01-01 05:14:00,226.53,1.66,376.12,137.8868
2026-01-01 05:15:00,220.11,0.54,119.49,138.0063
2026-01-01 05:16:00,223.41,2.26,505.27,138.5115
2026-01-01 05:17:00,218.45,1.39,303.61,138.8151
2026-01-01 05:18:00,221.62,0.99,219.7,139.0348
2026-01-01 05:19:00,219.35,0.58,128.06,139.1629
2026-01-01 05:20:00,220.48,2.41,530.71,139.6936
2026-01-01 05:21:00,222.98,2.06,460.29,140.1539
2026-01-01 05:22:00,215.91,1.89,407.46,140.5613
2026-01-01 05:23:00,230.46,2.69,620.98,141.1823
2026-01-01 05:24:00,214.97,2.32,498.44,141.6808
2026-01-01 05:25:00,213.93,2.81,600.74,142.2815
2026-01-01 05:26:00,225.79,1.3,294.35,142.5759
2026-01-01 05:27:00,223.96,1.98,444.05,143.0199
2026-01-01 05:28:00,223.12,1.19,265.88,143.2858
2026-01-01 05:29:00,223.14,1.89,420.69,143.7065
2026-01-01 05:30:00,219.94,1.88,412.54,144.119
2026-01-01 05:31:00,215.51,2.31,498.55,144.6176
2026-01-01 05:32:00,220.38,2.02,445.78,145.0633
2026-01-01 05:33:00,216.61,2.31,500.75,145.5641
2026-01-01 05:34:00,224.88,2.35,528.84,146.0929
2026-01-01 05:35:00,219.26,3.08,674.78,146.7677
2026-01-01 05:36:00,215.87,1.84,397.71,147.1654
2026-01-01 05:37:00,218.39,1.53,334.03,147.4995
2026-01-01 05:38:00,222.06,2.12,471.45,147.9709
2026-01-01 05:39:00,217.18,1.6,347.24,148.3182
2026-01-01 05:40:00,215.89,2.74,591.75,148.9099
2026-01-01 05:41:00,221.22,1.86,411.11,149.321
2026-01-01 05:42:00,221.22,1.72,379.89,149.7009
2026-01-01 05:43:00,217.47,1.76,383.68,150.0846
2026-01-01 05:44:00,217.64,2.36,513.47,150.5981
2026-01-01 05:45:00,221.16,1.92,424.88,151.0229
2026-01-01 05:46:00,212.76,1.68,357.26,151.3802
2026-01-01 05:47:00,212.96,2.83,603.25,151.9834
2026-01-01 05:48:00,216.41,1.57,340.17,152.3236
2026-01-01 05:49:00,218.93,2.02,441.76,152.7654
2026-01-01 05:50:00,221.55,2.33,515.37,153.2808
2026-01-01 05:51:00,227.38,1.18,269.29,153.55
2026-01-01 05:52:00,224.29,2.24,502.44,154.0525
2026-01-01 05:53:00,219.2,1.47,322.76,154.3752
2026-01-01 05:54:00,219.9,2.41,530.28,154.9055
2026-01-01 05:55:00,214.99,1.52,326.5,155.232
2026-01-01 05:56:00,219.91,2.35,515.99,155.748
2026-01-01 05:57:00,218.56,2.55,557.96,156.306
2026-01-01 05:58:00,221.61,2.43,538.68,156.8446
2026-01-01 05:59:00,215.86,2.13,458.85,157.3035
2026-01-01 06:00:00,222.6,1.88,419.45,157.7229
2026-01-01 06:01:00,227.66,1.71,389.71,158.1126
2026-01-01 06:02:00,219.46,2.74,600.33,158.713
2026-01-01 06:03:00,222.01,1.65,366.37,159.0793
2026-01-01 06:04:00,223.45,1.48,331.03,159.4104
2026-01-01 06:05:00,217.99,2.33,508.51,159.9189
2026-01-01 06:06:00,221.12,1.6,354.22,160.2731
2026-01-01 06:07:00,220.06,1.52,335.59,160.6087
2026-01-01 06:08:00,220.49,1.28,281.83,160.8905
2026-01-01 06:09:00,216.13,1.76,380.08,161.2706
2026-01-01 06:10:00,220.12,1.96,431.14,161.7018
2026-01-01 06:11:00,222.49,2.12,472.02,162.1738
2026-01-01 06:12:00,227.26,2.48,562.61,162.7364
2026-01-01 06:13:00,224.8,2.26,508.82,163.2452
2026-01-01 06:14:00,230.77,1.9,439.51,163.6847
2026-01-01 06:15:00,216.16,1.9,410.91,164.0956
2026-01-01 06:16:00,224.36,2.26,505.95,164.6016
2026-01-01 06:17:00,220.92,2.64,582.4,165.184
2026-01-01 06:18:00,230.95,2.06,476.48,165.6604
2026-01-01 06:19:00,215.96,1.77,381.26,166.0417
2026-01-01 06:20:00,215.8,1.5,324.47,166.3662
2026-01-01 06:21:00,217.0,1.28,277.2,166.6434
2026-01-01 06:22:00,209.38,2.33,488.51,167.1319
2026-01-01 06:23:00,217.37,2.29,497.56,167.6295
2026-01-01 06:24:00,216.2,2.29,494.82,168.1243
2026-01-01 06:25:00,220.75,1.94,427.3,168.5516
2026-01-01 06:26:00,221.71,2.7,599.38,169.151
2026-01-01 06:27:00,229.38,1.76,403.24,169.5542
2026-01-01 06:28:00,224.75,2.48,556.85,170.1111
2026-01-01 06:29:00,217.12,1.98,430.03,170.5411
2026-01-01 06:30:00,215.51,1.7,365.46,170.9065
2026-01-01 06:31:00,222.46,2.3,510.83,171.4174
2026-01-01 06:32:00,213.4,2.2,470.51,171.8879
2026-01-01 06:33:00,229.16,2.18,499.22,172.3871
2026-01-01 06:34:00,225.9,2.04,460.97,172.8481
2026-01-01 06:35:00,217.65,1.98,431.18,173.2792
2026-01-01 06:36:00,211.43,3.19,675.36,173.9546
2026-01-01 06:37:00,226.77,2.59,587.82,174.5424
2026-01-01 06:38:00,219.43,2.36,518.16,175.0606
2026-01-01 06:39:00,226.19,2.06,465.02,175.5256
2026-01-01 06:40:00,212.03,2.5,530.83,176.0564
2026-01-01 06:41:00,217.0,2.26,490.21,176.5466
2026-01-01 06:42:00,220.03,2.01,442.94,176.9896
2026-01-01 06:43:00,220.23,1.85,407.04,177.3966
2026-01-01 06:44:00,217.75,1.96,426.69,177.8233
2026-01-01 06:45:00,223.11,0.41,92.54,177.9159
2026-01-01 06:46:00,214.66,2.11,451.93,178.3678
2026-01-01 06:47:00,219.29,1.76,385.02,178.7528
2026-01-01 06:48:00,220.6,2.8,616.88,179.3697
2026-01-01 06:49:00,222.57,2.01,447.3,179.817
2026-01-01 06:50:00,223.56,1.41,314.21,180.1312
2026-01-01 06:51:00,214.38,1.98,423.41,180.5546
2026-01-01 06:52:00,212.33,1.48,313.6,180.8682
2026-01-01 06:53:00,226.39,2.24,506.36,181.3746
2026-01-01 06:54:00,221.66,2.15,475.57,181.8501
2026-01-01 06:55:00,216.26,2.48,536.09,182.3862
2026-01-01 06:56:00,227.76,1.6,365.45,182.7517
2026-01-01 06:57:00,220.58,2.02,444.91,183.1966
2026-01-01 06:58:00,225.9,1.32,297.62,183.4942
2026-01-01 06:59:00,220.34,2.35,517.96,184.0121
2026-01-01 07:00:00,230.3,2.26,520.36,184.5325
2026-01-01 07:01:00,228.78,2.25,514.27,185.0468
2026-01-01 07:02:00,218.76,2.0,437.69,185.4845
2026-01-01 07:03:00,224.86,2.21,496.35,185.9808
2026-01-01 07:04:00,223.23,2.8,625.52,186.6063
2026-01-01 07:05:00,226.84,1.86,421.35,187.0277
2026-01-01 07:06:00,215.18,2.07,445.27,187.4729
2026-01-01 07:07:00,223.43,1.46,325.52,187.7985
2026-01-01 07:08:00,225.29,1.57,352.78,188.1512
2026-01-01 07:09:00,211.21,2.05,432.74,188.584
2026-01-01 07:10:00,214.08,2.55,546.33,189.1303
2026-01-01 07:11:00,209.8,1.87,392.72,189.523
2026-01-01 07:12:00,218.65,1.88,411.51,189.9346
2026-01-01 07:13:00,223.59,1.8,401.69,190.3362
2026-01-01 07:14:00,227.51,1.73,394.19,190.7304
2026-01-01 07:15:00,220.37,2.15,473.24,191.2037
2026-01-01 07:16:00,228.14,1.25,285.49,191.4892
2026-01-01 07:17:00,213.1,2.64,562.68,192.0518
2026-01-01 07:18:00,211.48,1.67,352.6,192.4045
2026-01-01 07:19:00,219.72,2.36,518.75,192.9232
2026-01-01 07:20:00,221.92,1.37,302.92,193.2261
2026-01-01 07:21:00,219.84,2.33,513.19,193.7393
2026-01-01 07:22:00,209.66,2.34,489.77,194.2291
2026-01-01 07:23:00,219.55,2.19,481.29,194.7104
2026-01-01 07:24:00,213.48,1.5,320.81,195.0312
2026-01-01 07:25:00,223.35,2.12,474.56,195.5057
2026-01-01 07:26:00,221.83,1.41,312.45,195.8182
2026-01-01 07:27:00,215.3,1.87,403.39,196.2216
2026-01-01 07:28:00,217.43,2.51,546.77,196.7684
2026-01-01 07:29:00,214.7,2.4,514.94,197.2833
2026-01-01 07:30:00,219.69,2.01,441.04,197.7243
2026-01-01 07:31:00,224.78,1.51,340.0,198.0643
2026-01-01 07:32:00,215.07,2.32,499.57,198.5639
2026-01-01 07:33:00,222.52,2.01,447.2,199.0111
2026-01-01 07:34:00,217.35,0.84,182.54,199.1936
2026-01-01 07:35:00,216.04,2.39,516.61,199.7102
2026-01-01 07:36:00,219.46,1.99,436.27,200.1465
2026-01-01 07:37:00,214.82,2.6,558.81,200.7053
2026-01-01 07:38:00,217.23,1.45,315.5,201.0208
2026-01-01 07:39:00,214.01,0.41,88.1,201.1089
2026-01-01 07:40:00,229.82,2.14,491.72,201.6006
2026-01-01 07:41:00,220.18,2.15,472.45,202.0731
2026-01-01 07:42:00,216.5,1.15,249.99,202.3231
2026-01-01 07:43:00,221.07,1.51,333.98,202.657
2026-01-01 07:44:00,219.44,3.38,741.18,203.3982
2026-01-01 07:45:00,218.9,1.85,404.34,203.8026
